8796093384897;;;;;false
8796226521282;;;;;false
8796126054596;;;;;false
8796093450433;;;;;false
8796093417665;;;;;false
8796126021828;;;;;false
8796125890756;;;;;false
8796093057220;;;;;false
8796226488514;;;;;false
8796126087364;;;;;false
8796125956292;;;;;false
8796093352129;;;;;false
8796125923524;;;;;false
8796125989060;;;;;false
8796125825220;;;;;false
8796093319361;;;;;false
8796093286593;;;;;false
8796125857988;;;;;false
8796126218436;;;;;false
8796126120132;;;;;false
8796126152900;;;;;false
8796126185668;;;;;false
8796226586818;;;;;false
8796226554050;;;;;false
